speed,driver_fatigue,traffic_density,visibility,brake_events,hour,road_type,weather,accident_risk
55.30999522495951,0.8814224339079213,0.01096365313154335,304.26528073794054,3,7,city,clear,0
54.31280119116199,4.13665523583207,0.16979263955094737,154.0646718540038,2,8,highway,rain,0
36.607824767773614,7.50160832954601,0.6525268777504188,456.1055231324125,2,10,rural,clear,0
41.907876241487855,6.93400853429044,0.6120793182038592,474.97851586126944,1,12,city,clear,0
48.31263431403564,9.90642737172179,0.7878647195855439,788.6318402000334,1,16,city,clear,1
54.75545127122359,2.7789112598775603,0.25388401096106816,598.2258135420853,3,11,highway,rain,0
40.2082576215471,4.981892991739791,0.763631915547134,826.7376996197017,2,16,city,clear,0
43.14341023336183,3.295304137739967,0.6879840215236698,335.03338885947306,3,7,highway,fog,0
33.93665025993972,4.406031140591748,0.3228144977138433,793.0528768760896,6,6,city,clear,0
33.037933759193294,8.569501298693881,0.545488148056962,744.1978306861839,2,7,rural,rain,0
53.125258223941984,6.842090751884866,0.14727380849832672,196.35317771376072,3,9,city,rain,0
58.56240028570823,8.824411913475817,0.45256450343558263,864.5235682521545,2,11,highway,clear,1
44.27989878419666,2.0351110833188644,0.881197339555641,618.6916983532706,3,12,city,fog,0
55.03532897892024,8.73361117841438,0.4211913798253908,678.4089007737011,1,10,highway,clear,1
48.61636025047634,0.5976227417838442,0.839566706475422,427.02077751431545,1,17,highway,clear,0
38.54880245394876,8.885992804371524,0.5902533652596944,855.0494025843944,1,6,highway,clear,0
48.61395605508414,3.290737794607279,0.19187671310235677,362.829534152226,1,15,rural,rain,0
60.38036566465969,3.145876334140665,0.5811062446978964,766.4184036747893,3,6,rural,clear,0
44.64173960890049,5.120885766986639,0.5059833291570635,764.1214951817342,6,14,city,clear,1
60.64643655814006,9.406901877232318,0.398641335196384,405.1665143655556,5,15,highway,clear,1
18.802548959102555,0.4778136468140537,0.11963043951607033,996.6747198845148,3,9,rural,clear,0
53.21902504375224,3.522309750707453,0.4167086638472298,646.3056960435039,3,15,highway,rain,0
45.870470682381715,8.565719886833357,0.07276237623962711,730.7785220542048,4,9,city,clear,1
42.009926495341325,3.960544774354667,0.09876905139875125,294.57584093284885,2,5,highway,clear,0
45.91760776535502,1.99156897597067,0.415916532932716,1023.546000601713,3,5,rural,clear,0
25.124310853991073,4.247941813314117,0.3053814819684637,355.08861195498207,5,13,rural,fog,0
42.80328112162488,3.855525014916693,0.9255443258622235,804.9772865531861,6,11,highway,fog,1
48.57112571511746,9.154162014667035,0.37570580538027054,401.04565641366094,1,12,highway,clear,1
59.77894044741516,7.619343757430971,0.7578581220721001,476.20223943046346,4,16,highway,fog,1
39.81729781726352,5.0511555574400635,0.5302475263662427,757.7508087770894,3,17,highway,clear,0
36.91506397106812,9.883705667215711,0.7040856686423355,805.5105427350314,4,9,highway,clear,1
39.982429564154636,4.652775312759233,0.2601159830153992,345.7431501771796,2,7,highway,clear,0
54.15402117702074,0.5823783082027523,0.9419049728383291,818.0944338113987,5,17,city,rain,0
48.287511096596845,2.622743218149849,0.530088496914424,808.9960990266388,1,7,city,clear,0
39.70239796232961,4.360704802193126,0.8313240712852497,412.40931823102153,4,16,rural,clear,0
50.13267433113356,1.569026241461201,0.3650456934761135,919.729518718222,5,7,highway,rain,0
45.9707754934804,9.47565126324043,0.10021134905052453,308.62847435039237,1,5,city,fog,1
54.68644990532889,7.668488978177731,0.6737116477208488,475.04548344447693,1,15,highway,clear,1
37.979469061226474,2.6828720042777263,0.007759648337424485,695.8005248183978,4,15,rural,rain,0
41.723378534022316,5.908045335179159,0.4752929765655083,429.2867430594787,1,7,city,clear,0
41.078918468678424,7.214491571095721,0.19280190266645925,652.7638171358682,4,17,highway,clear,1
30.364850518678814,9.41278928906798,0.6273755044353622,648.215215760659,3,6,highway,clear,1
47.96120277064576,8.816353491754107,0.9794198731378522,562.5851460154558,4,12,highway,clear,1
47.610552721798896,5.151922261382137,0.46440290632064596,766.4801077181119,5,14,highway,clear,1
45.05113456642461,7.746526197930176,0.8174982565256667,554.3278414684721,4,14,highway,clear,1
42.65412866624853,5.62144753827585,0.507784186951121,646.3082137627612,3,10,highway,clear,0
30.84629257949586,5.527038900455401,0.4958400311040241,829.2943754975805,5,9,rural,clear,0
40.79354677234641,1.147419583381919,0.9304234931787778,758.1372420051681,6,5,highway,clear,0
41.572854834732304,1.2613765801615207,0.8899658687466815,757.2034581628417,4,6,highway,clear,0
36.97722730778381,5.295336150224575,0.7858004651879744,370.16407955664397,2,6,city,fog,0
43.387142883339905,2.688615449790066,0.2962557533167841,704.9585151002643,1,11,highway,clear,0
49.040508568145384,0.21036902460468632,0.5450084157239405,424.30024180609905,1,16,highway,rain,0
63.8618590121053,7.228392039002123,0.223897233305685,343.71700404439474,1,11,city,clear,0
46.74577812831839,0.3248659669016496,0.44391669804653977,585.6587307430063,2,10,city,clear,0
47.57550390722764,5.952768411040545,0.4842130657597906,419.14096266968204,2,12,highway,clear,0
44.25554084233833,5.391937941273143,0.8316400401693309,758.1235437679954,3,8,rural,fog,1
25.812287847009586,9.688146905778044,0.8960283653249931,762.9070919390648,5,13,city,clear,1
44.73486124550783,4.842131393476416,0.41462006239647786,219.4747527137116,4,12,city,fog,0
45.60230209941027,0.6360143637779736,0.017704445073237207,434.33949208462195,2,7,highway,rain,0
69.63242112485287,5.516879678064617,0.8617738397893546,308.04266561640026,4,7,city,fog,1
43.076390352188774,8.410961706161014,0.1742786785013607,507.4741446814219,3,16,highway,fog,1
48.015473423336125,9.968492842814399,0.6218819638903935,691.0351339737649,1,16,rural,fog,1
44.65288230294757,4.303431736890725,0.024970900434131194,551.5423803643223,2,13,rural,clear,0
33.31321962380468,3.202987424967425,0.39950647526056426,482.04815186657294,1,13,highway,clear,0
56.42822814515021,9.06653296951999,0.9859603021153498,860.0353053626279,3,17,rural,clear,1
52.519330326867745,1.9124212907612137,0.1006936011038031,139.02856548074232,4,15,highway,rain,0
52.910319470430466,6.154289150329266,0.4236931519996423,847.374378703645,7,9,city,rain,1
35.906125452052606,4.057144241809477,0.30714995018995217,491.14234136890286,4,14,city,clear,0
59.02794310936099,0.41082364955555284,0.9050881233882643,584.3781979774421,2,5,highway,rain,0
30.981489372077192,3.4728847430569774,0.8693401079073552,494.5273324559783,2,7,highway,clear,0
50.868570938002705,2.6522852250267457,0.23769876030622883,908.5776211078237,3,15,city,clear,0
66.90455625809979,6.860911539434868,0.08118778705043117,353.8043006389481,3,9,highway,clear,1
35.09463674869312,9.487904976919182,0.6271383940611175,602.3472739443872,1,8,city,fog,1
39.33702270397228,2.6804718737863773,0.33636871188370976,705.4877303719993,3,8,highway,rain,0
45.99651365087641,8.114659391516817,0.6720843906060631,277.7994464229665,3,5,city,fog,1
39.96524345883801,0.5535981693840952,0.032119756067814476,416.02036591076927,3,10,rural,fog,0
29.493365689338674,5.381210100398132,0.13339923517748942,570.3642933003541,3,16,rural,clear,0
45.68562974806027,0.7055006370989458,0.6863722327726434,422.66699306312506,3,14,city,clear,0
34.37696286273895,9.340329911306393,0.21237065530249777,436.88164575617,5,15,city,clear,1
49.73592430635182,7.663512805573902,0.8575876757624016,530.0274673847125,3,8,city,fog,1
35.80575765766197,6.579499112045923,0.05859088771013543,729.9162663292346,2,5,city,clear,0
60.499344050175395,8.238963816246642,0.21548198278557462,531.4564446243711,4,14,city,clear,1
37.16746707663763,6.475197955701631,0.9985602484850686,815.6852388945892,3,10,rural,clear,0
41.77938483794324,9.68944397174291,0.43307610258679263,400.4484434681291,1,9,city,clear,0
53.135172173696695,7.139579478647715,0.7029656635446435,349.6155479053095,1,9,highway,clear,1
32.69135683566045,9.246586095822467,0.18266304885701368,985.2690811442268,4,6,rural,clear,0
47.27459934604129,5.17131892010638,0.6098687349855377,468.4083744668977,3,5,city,rain,0
58.07142754282428,1.1706441298186265,0.7261060683694185,337.817598585568,2,11,highway,clear,0
28.925167654387725,5.281777214230171,0.31447663586651053,251.58921164563395,5,9,rural,fog,0
46.84633858532304,1.268728280630933,0.8288971119758778,815.0206907617878,7,7,highway,rain,1
47.598827942484235,5.92493479176405,0.6034175784722833,531.7390970679882,1,10,city,fog,0
52.8182287177731,4.824930605276629,0.3891230096150302,549.2580529867203,4,7,highway,clear,1
32.63049289121918,6.225753978327817,0.5576423933431586,568.1596576826721,2,10,highway,clear,0
31.795433869157236,0.10046981054831594,0.5767608474359243,802.5885769339562,3,10,rural,clear,0
50.21941565616898,1.948404916553641,0.16553529269386602,564.0940332048159,2,13,highway,fog,0
47.96984673233186,4.913304319121309,0.40273236986696614,1068.8107557665253,0,12,highway,clear,0
47.504928503458764,9.505035615891348,0.3434305880194931,626.7521148108458,3,5,rural,rain,1
48.46448209496975,3.836090403551584,0.40090272257912607,812.3569533916642,4,11,city,fog,0
38.19975278421509,4.243720260536347,0.7611105884852579,761.0479715808814,0,15,highway,clear,0
47.322536971610035,7.146960890066222,0.48253840746667265,592.7105359483925,0,13,city,clear,0
47.93072473298681,6.0379275728611805,0.9403161532392643,482.6058027959074,1,6,rural,rain,0
37.85648581973632,2.989261500983332,0.2936764133584362,666.3927857133108,3,13,city,rain,0
63.65774511144757,4.108163955674278,0.415703578284929,702.0197462414546,1,10,highway,rain,0
49.73832920911788,2.1769979885723245,0.7869568104790414,485.48279037469456,2,7,highway,clear,0
33.08696502797351,9.660214591302086,0.5460245933207503,633.2677731901312,5,12,city,rain,1
51.5655360863383,1.3063438155735974,0.5470281464244477,847.2409956519192,3,11,city,clear,0
35.253183297726785,3.7183678456641944,0.053340163005183516,1013.9895478139358,5,16,highway,clear,0
52.87084603742452,0.2583897222001119,0.3985996627184558,770.8738640698842,3,12,rural,clear,0
56.58595579007404,2.2177949193354642,0.2707337324217325,972.5519372760564,5,12,highway,fog,1
36.7931768164829,7.804711383801549,0.9993351228311154,474.12515775870884,4,11,highway,clear,1
54.63376129244322,2.0117523228887944,0.30835507063231027,740.3764504118587,7,5,city,clear,0
49.12780926936498,0.800634025289656,0.8844965347938635,867.7039017162544,2,17,highway,clear,0
53.2206015999449,4.744531798445233,0.6762337350404775,420.73333340560083,4,14,city,fog,1
63.967929826539475,0.09969234734518495,0.34091640919209043,502.88197759099813,2,14,rural,clear,0
42.54611883997129,0.8476615442633317,0.5435343783741237,947.58095236705,3,14,highway,clear,0
37.4626383564251,8.07625869562975,0.8405358799491938,404.98022884261206,2,12,rural,fog,1
36.10485570374477,7.714733448596064,0.8833682980309119,331.77399346885784,1,9,rural,clear,0
36.841897150345616,9.15138820404896,0.16039387500614521,905.5963147279023,8,17,highway,rain,1
44.228982905858956,8.545154359107496,0.3395731412081696,839.3526449960877,2,6,city,clear,0
48.41151974816644,6.831755632398181,0.33522318021357167,686.4240487967538,1,6,city,clear,0
47.766907993300194,0.5233285730066284,0.04204479607594469,590.8578490708345,5,6,highway,clear,0
53.27183249036024,7.828486179866575,0.5982377598518965,512.2950988790036,3,13,city,fog,1
45.13001891877907,8.455108108405604,0.854820052992188,656.3897747618103,1,9,city,clear,0
59.53534077157317,7.990821457719544,0.3815743878255178,915.96139148031,1,7,rural,clear,1
42.35343166762044,5.084790353080261,0.740035944984177,647.7132252284152,3,10,city,fog,0
72.20169166589619,2.3290183864948166,0.6277004136007399,1033.3918534493932,5,13,city,fog,1
51.25667347765006,8.453299756887267,0.3756487354930008,420.4116028719539,1,15,highway,clear,1
36.42842443583717,7.2716280974013845,0.14105979949229708,596.0638491343461,1,13,rural,clear,0
34.29107501938888,9.807611743888515,0.7093238527759673,525.3882664672169,4,13,city,clear,1
49.824724152431855,1.5569259775593292,0.8545651689412405,382.9716913675335,5,15,highway,rain,0
42.76537214674149,2.256645830520551,0.6858544924014919,569.3832533980689,5,14,city,clear,0
52.14000494092092,2.117981498815027,0.017878484034818065,683.4658603320879,6,15,rural,rain,0
49.73237624573545,7.925397676213367,0.21623289439099125,704.846035990406,4,8,rural,clear,1
44.271710873431275,1.8690729645011817,0.06947998488353191,1034.0904357889112,0,9,rural,clear,0
36.532062819315954,0.6665982982330609,0.5703860995762268,692.893493944712,2,16,rural,rain,0
29.851527753141355,9.985608065856287,0.7564776788404124,830.0273607359231,3,5,rural,rain,1
40.53485047932979,0.24817211445149145,0.11057918706865943,613.2188492597952,5,15,rural,rain,0
53.56398794323472,8.352440601588656,0.8383378205933852,935.6111200905191,1,14,highway,rain,1
47.14093744130204,3.653668415506528,0.5555089783954832,1079.6898571176139,4,10,rural,clear,0
32.542612212880115,8.416154597578153,0.6899690121417249,706.21702619519,3,6,city,rain,0
46.73180925851182,5.54620491211145,0.9714018486086462,401.46819690968374,3,11,city,fog,1
48.85317379728837,9.016312294863601,0.08368098824769732,490.23899544456634,7,8,city,clear,1
36.16142563798867,9.261929864146266,0.9012240229777893,656.3868606410324,5,8,city,clear,1
46.53725105945528,0.09098181280775997,0.1261026959874093,691.2996070501292,1,13,rural,rain,0
45.58208718446,0.7541217599278827,0.39295880663668226,739.6850268768744,3,17,rural,clear,0
33.57029702169377,2.503587295708555,0.8514386963311144,692.0395362460082,5,5,highway,clear,0
48.577873603482836,6.6931541636350165,0.9062542367378682,601.3969832511877,5,10,rural,fog,1
50.60784526368234,8.88272196511506,0.5063716735451453,472.7603117595743,6,6,city,clear,1
55.830512431752766,4.599419512939628,0.5941046382754251,680.2276522528459,2,10,highway,rain,0
55.53802052034903,6.069731162742654,0.7081473345985572,970.9974714961313,4,11,highway,clear,1
31.22330632042909,1.8849985279556114,0.8327586684527142,803.985721085551,6,7,highway,clear,0
35.62174960084877,8.049668338816854,0.12151116953766616,706.9407899272396,1,8,highway,rain,0
50.1503526720866,9.673281113534697,0.8100693082292276,805.9133847645503,1,6,rural,clear,1
50.13785950912209,2.6859893291459747,0.48127615051161676,525.7871942198295,1,11,highway,fog,0
50.150476863060476,4.948259516005463,0.450623425108169,498.3469707833359,3,13,rural,clear,0
83.52731490654722,0.861161105063738,0.42389975199699825,450.4429791268036,4,9,highway,fog,1
50.70890510693167,5.591366564629684,0.5092115852460426,574.9426754461124,2,15,rural,rain,0
56.35565640180599,5.027834418466806,0.9450505533946035,515.598820658184,2,9,rural,clear,0
54.54001763493203,1.444364841550776,0.5482037727921516,841.6549481304278,3,13,city,rain,0
51.51391251305798,4.42066213118075,0.9531775382631392,504.93531646356223,5,12,rural,clear,1
41.84730755359654,3.341046520865633,0.1802901306156406,439.4556567550167,5,5,highway,fog,0
52.589692204932675,5.218308753051893,0.7241359788326331,988.5154357661263,2,6,highway,clear,0
37.27174785462428,5.856543354287992,0.8122395386087472,509.7249537837313,5,11,rural,fog,1
42.63181393259991,0.08495578607209509,0.6791288313348619,630.7056914500702,1,7,rural,clear,0
40.14636452170897,7.610059829495554,0.6069222802265404,690.2645649486823,1,10,rural,rain,0
45.81874139386323,7.130142918617408,0.5648127810861823,372.661376215837,4,5,rural,clear,1
68.14658566673509,3.662863862065222,0.860930482578696,847.0967539006139,3,12,city,clear,1
26.32734807408252,0.5293593556881826,0.8216465971645001,727.4238080822455,4,6,city,clear,0
51.86260190374514,7.549325397850504,0.12228872118059952,911.6768023761563,4,5,city,clear,1
28.872841288103483,9.551751604781325,0.8485876570308781,464.15561255637994,5,6,city,clear,1
40.280681342105666,2.401515960220142,0.4140686194404425,619.825158495232,0,12,city,clear,0
55.889505969673664,3.235246137370379,0.2536968299958108,607.8711509988391,6,17,rural,fog,1
45.64280019095463,1.8381288948181496,0.8697685680139259,652.7776988700043,3,14,city,clear,0
34.22255222070694,5.769361233448397,0.43202479963374163,309.0770502845678,4,9,city,clear,0
37.84696290740032,1.5484139464745494,0.8083646901768167,622.1672757384445,1,16,rural,fog,0
51.79597748934676,3.5619394346137945,0.2634036119558445,314.707217715251,1,13,rural,clear,0
37.69633368282864,6.970130139342629,0.003929321422217802,671.6668142393843,3,16,highway,clear,0
47.16458589581975,5.601159830093484,0.4954591929029444,174.27017509629604,6,7,highway,rain,1
45.45571839903814,3.8646256432793527,0.10022825664288426,229.68263314188266,6,12,highway,clear,0
38.483996523941826,4.2024960180754185,0.7543759555249097,763.7097432879997,2,8,city,clear,0
66.43944089325325,5.621108826232295,0.27607513606941037,490.63230896104346,7,11,rural,clear,1
51.33919022318011,0.05864727887161303,0.4436456466034787,402.42838527355184,1,14,highway,clear,0
24.74857413342393,0.7850986845360985,0.08703356509155424,854.1691242151096,2,14,highway,clear,0
46.86454314769428,8.812580677630116,0.28665924844725266,665.5252434656829,4,12,city,clear,1
38.38213535231612,0.7787898909129076,0.781490243258572,774.4180391067567,3,7,highway,rain,0
53.52433334796224,7.068035962105052,0.15158791190231946,566.7515855358339,7,7,rural,rain,1
37.07479261567299,9.200381641090527,0.6471595611269574,1135.9257387800005,2,5,rural,clear,0
43.85263558533101,2.706836043017311,0.9174258528045012,479.097227888041,1,12,highway,clear,0
50.049872789804574,3.7049143705951426,0.6798367597577203,948.8991098719777,1,6,rural,clear,0
53.657551941701215,5.689214058447163,0.8110216892922268,587.7267919800174,6,11,highway,clear,1
32.997035929442234,8.817089696385846,0.1089716293039158,269.0979210174508,1,15,highway,fog,0
41.654987641590516,9.419055872604202,0.25073182600205446,696.5697491496217,1,11,rural,clear,0
40.25054688839044,7.39563248111268,0.894538852240591,662.9525122910327,1,11,rural,fog,0
38.46670767426288,0.8661976085469403,0.7151056136180892,389.735637152154,3,8,city,clear,0
62.65454240281097,6.691541555348508,0.6395538263773112,415.55614457305705,4,11,city,fog,1
49.049817109609556,4.10303721872662,0.6637667361217,595.0604713830015,2,14,highway,rain,0
32.391160456649544,4.7070099949106154,0.4142005543046434,669.9495630495963,3,15,rural,clear,0
54.17861947054776,0.4914839034517704,0.04455663161765322,105.86734342411984,4,12,highway,clear,0
66.22156197012633,1.9106213934635818,0.784441542070729,810.6242905047606,3,13,city,clear,0
55.32465260551147,7.905136075336477,0.6787132362153538,501.1004052370045,3,11,highway,clear,1
29.806300340459867,4.5395883304785976,0.4728044641127247,333.65050312036476,2,10,rural,clear,0
40.15765927133749,3.0166224163114883,0.8997596153682574,788.2133102903862,3,9,rural,clear,0
57.669111491866225,3.8401907396495814,0.33615966498509886,595.2764041163088,4,14,city,rain,0
37.92330534381219,8.543995133256802,0.2943217442312359,843.2331553564509,3,14,highway,clear,1
49.43819428146229,7.489990174049569,0.8727963250794428,687.5904525959511,3,11,highway,clear,1
52.74634053429337,2.7231539718108277,0.7969876547589855,599.6970994103908,2,14,rural,fog,0
35.730695284219166,1.175018402123733,0.5149798106483447,569.4540110039687,4,6,city,clear,0
44.404746439382,2.519982216440717,0.13073473945784997,696.5425521112276,4,9,rural,rain,0
12.587326599309272,9.207564510547337,0.21507147146505246,517.293748238134,2,17,rural,clear,0
34.756123586657104,5.8158883784975535,0.6562279904088066,429.4854822507001,6,12,city,clear,0
42.4743184860684,5.334802087447828,0.38504123784041167,721.9818245309287,1,10,rural,clear,0
32.52216818035151,5.963935996924615,0.8364731916659712,571.1024317111141,3,10,highway,clear,0
61.32411303931635,3.6602826574651526,0.9499550093322041,606.7135296138013,3,5,highway,clear,1
30.698586220393672,8.071070203195127,0.8056369252749183,817.8759672309216,4,6,highway,clear,1
40.599555133030165,5.232862493002498,0.37754542299555716,577.2246784528518,4,7,rural,clear,0
46.30740577286091,1.1674790276879554,0.7886864292314241,603.0067851083581,6,11,city,clear,0
59.412732890661154,1.2906512482906296,0.35144167347068345,480.0700977098136,1,16,city,clear,0
30.641378488205607,5.368591465026183,0.1671000877656339,686.1479867963701,4,14,city,rain,0
56.63163752154959,9.365702180708391,0.033393204865857395,669.9655825360176,2,10,city,rain,1
45.10233061019587,3.083521216761987,0.38571671276102004,780.1550263581116,4,9,city,fog,0
35.18491348952049,8.695411688592182,0.9035593036972819,484.17423259862477,5,13,rural,clear,1
49.62103474263271,7.6409558657887935,0.2389865877556765,508.43660608196285,4,14,city,rain,1
46.9905969557347,2.4781244290690685,0.206513164929784,758.4274798290938,2,11,highway,clear,0
38.99783122841205,0.36340748316242455,0.9698207852410403,650.4426006725727,5,13,rural,clear,0
45.69802084990019,1.0184726514238274,0.02500411285059212,418.7563747614611,2,15,highway,rain,0
41.1468640313824,7.284939338474402,0.7857821503937543,861.3108135469001,5,15,city,clear,1
46.13517345251248,1.996697380406467,0.32136995574087035,260.30988631994984,1,7,city,clear,0
51.62130674521047,3.7127092050539376,0.037487956869659333,756.8569506527504,2,15,highway,clear,0
60.86016816145352,5.016991660064249,0.9178025402095836,346.95759280036066,4,12,highway,rain,1
32.62184501173151,7.254681684501628,0.1396423302095836,977.1577032971054,2,16,rural,clear,0
66.33033374656267,1.1323122325912538,0.5517792837256954,291.08005461887535,3,13,city,clear,0
25.479122004774982,4.063664052774615,0.2740542074295478,830.4501303745496,1,6,city,fog,0
43.482149049644164,4.850729091426954,0.06519280218469103,583.6731279977512,4,8,city,clear,0
50.883172064845766,5.408270639715397,0.04992248566337909,526.6794860322512,1,6,highway,clear,0
47.809918677350325,8.183606413952166,0.11555669883633879,637.0793312935523,2,17,city,clear,0
38.77300480179406,1.716781950432169,0.07136701388938005,726.3800678315627,0,11,rural,clear,0
42.918777496427246,8.078314518266223,0.7605581155199229,419.1198995338261,1,8,rural,clear,0
40.06999065341167,6.928784276966522,0.48556620228342917,436.8424549662856,3,16,highway,fog,1
39.106352430557884,5.558708141989594,0.3428920913489797,729.9209730225772,4,10,highway,clear,0
53.496020970210246,6.995278704025719,0.41836891013200717,258.53140927008,0,12,rural,rain,0
48.57015485965047,4.120177389516564,0.9289467355726233,483.1541813615829,8,17,highway,clear,1
38.070904047393455,1.3839758596812457,0.9107518127381472,1208.1373908318883,3,10,highway,clear,0
53.995998754332504,6.657652402653673,0.7156764801225769,406.3974070821438,3,8,city,clear,1
48.072995208766095,5.246723066856223,0.8846823774216878,829.5605583519505,3,10,rural,clear,0
53.1286211883896,6.393748005427755,0.3196480275876248,482.8098462572376,1,5,city,clear,0
51.29628841923612,3.3799878102849004,0.38110932600828284,701.8090289594288,4,10,rural,clear,0
36.710049890779274,9.068665773398358,0.613712181854228,730.8711381192435,3,15,city,rain,1
39.39818959803031,5.87369868575577,0.6236259472972642,825.7913470365895,3,14,rural,rain,0
52.472936051232615,0.8540248429087383,0.48169983801234095,559.9492346374449,3,17,rural,rain,0
51.10370265433465,4.498039907044287,0.40065784843795327,997.7769277509706,3,15,rural,clear,0
44.79098406035852,7.563560547436343,0.9861803116086951,482.1326870829639,2,12,highway,clear,1
46.17327383308782,7.941345617322724,0.8211236261177244,646.844082719912,2,8,city,fog,1
57.77664895788425,4.945970527637588,0.4349801978880452,649.0553864435215,3,13,highway,clear,1
39.0842861116417,8.94747570831301,0.7272924772395685,375.60637601011695,3,10,highway,clear,1
50.470973811700375,2.676684371942976,0.2695616932524595,542.8255490041759,5,10,rural,clear,0
42.97807347566106,4.105986972382666,0.10016932623732988,632.3026998476814,1,8,rural,clear,0
